권역,시도,세부 지역(시·군·구),이름,업종,등급,객실수,전화번호,주소,홈페이지 URL,예약/프로모션 페이지
영동권,강원도,평창군,휘닉스 평창 호텔,관광호텔업,4성,130,033-330-6001,강원도 평창군 봉평면 태기로 174,https://phoenixhnr.co.kr/,https://phoenixhnr.co.kr/
영동권,강원도,홍천군,비발디파크,관광호텔업,4성,79,033-439-7763,강원도 홍천군 서면 한치골길 262,https://www.sonohotelsresorts.com/daemyung.vp.accomodation.01_09_01.ds/dmparse.dm,https://www.sonohotelsresorts.com/daemyung.vp.accomodation.01_09_01.ds/dmparse.dm
영동권,강원특별자치도,고성군,소노캄 호텔 델피노,가족호텔업,4성,84,033-639-8442,강원특별자치도 고성군 토성면 미시령옛길 1153,https://www.sonohotelsresorts.com/complex_dp,https://www.sonohotelsresorts.com/complex_dp
영동권,강원특별자치도,삼척시,쏠비치 호텔 삼척,관광호텔업,4성,217,033-803-7965,강원특별자치도 삼척시 수로부인길 453 (갈천동),https://www.sonohotelsresorts.com/sb/sc/,https://www.sonohotelsresorts.com/sb/sc/
영동권,강원특별자치도,속초시,롯데리조트 속초,관광호텔업,4성,173,033-634-1000,강원특별자치도 속초시 대포항길 186 (대포동),https://www.lotteresort.com/main/ko/index,https://www.lotteresort.com/main/ko/index
영동권,강원특별자치도,양양군,쏠비치호텔양양,관광호텔업,4성,214,033-670-3622,강원특별자치도 양양군 손양면 선사유적로 678,https://www.sonohotelsresorts.com/sb/yy/,https://www.sonohotelsresorts.com/sb/yy/
영동권,강원도,고성군,파랑뷰호텔,소형호텔업,3성,25,02-2628-7722,강원도 고성군 죽왕면 삼포민박촌2길 34 파랑뷰호텔,http://www.parangvue.com,http://www.parangvue.com
영동권,강원도,동해시,동해보양온천컨벤션호텔,관광호텔업,3성,181,033-530-0700,강원도 동해시 동해대로 6285 (망상동),https://www.msgh.kr/,https://www.msgh.kr/
영동권,강원도,속초시,더케이호텔앤리조트(주) 더케이설악산가족호텔,가족호텔업,3성,76,033-639-8100,강원도 속초시 설악산로 470-7 (도문동),https://www.thek-hotel.co.kr/srmh/,https://www.thek-hotel.co.kr/srmh/
영동권,강원도,양양군,브리드호텔 양양,관광호텔업,3성,35,033-942-5500,강원도 양양군 현남면 인구항길 17,https://www.hwrc.co.kr/hwrc/index.do,https://www.hwrc.co.kr/hwrc/index.do
영동권,강원도,원주시,오키드 호텔,관광호텔업,3성,85,033-901-3000,강원도 원주시 봉화로 26 오키드 호텔 (단계동),http://www.orchidhotel.co.kr,http://www.orchidhotel.co.kr
영동권,강원도,원주시,호텔 비즈인,관광호텔업,3성,65,033-748-0100,강원도 원주시 만대로 7-1 (무실동),http://www.biz-inn.co.kr/,http://www.biz-inn.co.kr/
영동권,강원도,철원군,한탄 리버 스파 호텔,관광호텔업,3성,68,033-455-1234,강원도 철원군 동송읍 태봉로 1799-22,,
영동권,강원도,춘천시,레고랜드 호텔,관광호텔업,3성,154,033-815-2300,강원도 춘천시 하중도길 128 레고랜드 호텔 (중도동),https://www.legoland.kr/,https://www.legoland.kr/
영동권,강원도,춘천시,베니키아 춘천베어스 호텔,관광호텔업,3성,78,033-245-4300,강원도 춘천시 스포츠타운길 376 (삼천동),https://www.hotelbears.co.kr/,https://www.hotelbears.co.kr/
영동권,강원도,춘천시,춘천 세종 호텔,관광호텔업,3성,63,033-252-1191,강원도 춘천시 봉의산길 31 (봉의동),http://www.chunchonsejong.co.kr,http://www.chunchonsejong.co.kr
영동권,강원특별자치도,강릉시,더홍씨호텔 강릉,관광호텔업,3성,45,033-641-8011,강원특별자치도 강릉시 교동광장로100번길 8 (교동),http://thehongc.kr/,http://thehongc.kr/
영동권,강원특별자치도,동해시,뉴동해관광호텔,관광호텔업,3성,63,033-533-9215,강원특별자치도 동해시 평릉길 1 (천곡동),http://www.hotelnd.com/,http://www.hotelnd.com/
영동권,강원특별자치도,동해시,동해현진관광호텔,관광호텔업,3성,82,033-539-2000,강원특별자치도 동해시 동굴로 125-3 . (천곡동),http://www.dhhjhotel.co.kr,http://www.dhhjhotel.co.kr
영동권,강원특별자치도,원주시,시티호텔,관광호텔업,3성,49,033-747-1000,강원특별자치도 원주시 건강로 4 (반곡동),,
영동권,강원특별자치도,정선군,하이원 팰리스호텔,관광호텔업,3성,197,02-1588-7789,강원특별자치도 정선군 고한읍 고한7길 399,https://www.high1.com/hotelncondo/contents.do?key=2049,https://www.high1.com/hotelncondo/contents.do?key=2049
부산경남권,경상남도,김해시,롯데호텔앤리조트 김해,가족호텔업,5성,250,055-725-1000,경상남도 김해시 장유로 505 (신문동),https://www.lotteresort.com/gimhae/ko/about,https://www.lotteresort.com/gimhae/ko/about
부산경남권,부산광역시,기장군,아난티 앳 부산 빌라쥬,관광호텔업,5성,114,051-662-7100,부산광역시 기장군 기장읍 기장해안로 267-7,,
부산경남권,부산광역시,기장군,아난티 앳 부산 코브,관광호텔업,5성,310,051-509-1111,부산광역시 기장군 기장읍 기장해안로 268-32,http://ananti.kr,http://ananti.kr
부산경남권,부산광역시,동래구,농심 호텔,관광호텔업,5성,240,051-550-2100,부산광역시 동래구 금강공원로20번길 23 (온천동),https://www.hotelnongshim.com/kr/,https://www.hotelnongshim.com/kr/
부산경남권,부산광역시,부산진구,부산롯데호텔,관광호텔업,5성,650,051-810-5603,부산광역시 부산진구 가야대로 772 (부전동),http://www.lottehotel.com/busan-hotel/ko.html,http://www.lottehotel.com/busan-hotel/ko.html
부산경남권,부산광역시,서구,윈덤그랜드부산,관광호텔업,5성,271,051-993-3000,부산광역시 서구 등대로 27 (암남동),http://www.wyndhamgrandbusan.com/landing/,http://www.wyndhamgrandbusan.com/landing/
부산경남권,부산광역시,해운대구,(주)호텔롯데 시그니엘부산,관광호텔업,5성,260,051-922-1000,"부산광역시 해운대구 달맞이길 30 (주)호텔롯데 시그니엘부산 (중동, 엘시티)",https://www.lottehotel.com/busan-signiel/ko.html/,https://www.lottehotel.com/busan-signiel/ko.html/
부산경남권,부산광역시,해운대구,그랜드조선 부산,관광호텔업,5성,330,051-922-5000,부산광역시 해운대구 해운대해변로 292 (중동),https://gjb.josunhotel.com/main.do,https://gjb.josunhotel.com/main.do
부산경남권,부산광역시,해운대구,웨스틴 조선 부산,관광호텔업,5성,290,051-749-7000,부산광역시 해운대구 동백로 67 (우동),https://josunhotel.com/hotel/westinbusan.do,https://josunhotel.com/hotel/westinbusan.do
부산경남권,부산광역시,해운대구,파라다이스 호텔 부산,관광호텔업,5성,532,051-742-2121,부산광역시 해운대구 해운대해변로 296 (중동),https://www.busanparadisehotel.co.kr/front,https://www.busanparadisehotel.co.kr/front
부산경남권,부산광역시,해운대구,파크 하얏트 부산,관광호텔업,5성,269,051-990-1234,부산광역시 해운대구 마린시티1로 51 (우동),https://www.parkhyattbusan.com,https://www.parkhyattbusan.com
부산경남권,울산광역시,남구,롯데 호텔 울산,관광호텔업,5성,200,052-960-1000,울산광역시 남구 삼산로 282 (삼산동),https://www.lottehotel.com/ulsan-hotel,https://www.lottehotel.com/ulsan-hotel
부산경남권,경상남도,거제시,거제삼성호텔,관광호텔업,4성,166,055-531-2114,경상남도 거제시 장평3로 80-37 거제삼성호텔 (장평동),https://www.sghotel.co.kr/main.do,https://www.sghotel.co.kr/main.do
부산경남권,경상남도,창원시,그랜드 머큐어 앰배서더 창원,관광호텔업,4성,321,055-600-0700,경상남도 창원시 성산구 원이대로 332 (대원동),http://grandmercurechangwon.com/,http://grandmercurechangwon.com/
부산경남권,경상남도,창원시,호텔 인터내셔널,관광호텔업,4성,121,055-281-1001,경상남도 창원시 성산구 중앙대로 69 (중앙동),https://www.hi1001.co.kr,https://www.hi1001.co.kr
부산경남권,경상남도,통영시,스탠포드호텔앤리조트 주식회사,관광호텔업,4성,144,055-725-0073,경상남도 통영시 도남로 347 (도남동),http://stanfordtongyeong.com,http://stanfordtongyeong.com
부산경남권,부산광역시,강서구,신라스테이 서부산,관광호텔업,4성,295,051-661-9000,부산광역시 강서구 명지국제7로 38 (명지동),https://www.shillastay.com/seobusan/index.do?lang=ko,https://www.shillastay.com/seobusan/index.do?lang=ko
부산경남권,부산광역시,남구,아바니센트럴부산,관광호텔업,4성,281,051-791-5800,부산광역시 남구 전포대로 133 아바니센트럴부산 (문현동),https://www.avanihotels.com/ko/central-busan,https://www.avanihotels.com/ko/central-busan
부산경남권,부산광역시,동구,아스티호텔 부산역,관광호텔업,4성,360,051-409-8888,부산광역시 동구 중앙대로214번길 7-8 (초량동),https://astihotel.co.kr/,https://astihotel.co.kr/
부산경남권,부산광역시,사하구,레이어스 호텔 하단,관광호텔업,4성,350,051-999-1700,부산광역시 사하구 낙동남로 1395 (하단동),http://www.layers-hotel.com,http://www.layers-hotel.com
부산경남권,부산광역시,중구,코모도 호텔,관광호텔업,4성,311,051-461-9101,부산광역시 중구 중구로 151 (영주동),https://www.commodore.co.kr,https://www.commodore.co.kr
부산경남권,부산광역시,해운대구,(주)호텔롯데 L7해운대,관광호텔업,4성,383,055-771-1000,부산광역시 해운대구 해운대로570번길 55 (우동),https://www.lottehotel.com/haeundae-l7/ko.html,https://www.lottehotel.com/haeundae-l7/ko.html
부산경남권,부산광역시,해운대구,신라스테이 해운대,관광호텔업,4성,407,051-912-9000,부산광역시 해운대구 해운대로570번길 46 신라스테이 해운대 (우동),https://www.shillastay.com/haeundae/index.do?lang=ko,https://www.shillastay.com/haeundae/index.do?lang=ko
부산경남권,울산광역시,동구,타니베이관광호텔,관광호텔업,4성,147,052-201-8000,울산광역시 동구 해수욕장5길 43 타니베이관광호텔 주식회사 (일산동),https://tanibayhotel.co.kr/index.php,https://tanibayhotel.co.kr/index.php
부산경남권,울산광역시,동구,호텔현대 바이 라한 울산,관광호텔업,4성,272,052-251-2233,울산광역시 동구 방어진순환도로 875 라한호텔 울산 (전하동),http://www.lahanhotels.com,http://www.lahanhotels.com
부산경남권,울산광역시,북구,머큐어 앰배서더 울산,관광호텔업,4성,131,052-980-1101,울산광역시 북구 강동산하2로 7 (산하동),https://www.ambatel.com/mercure/ulsan/ko/main.do,https://www.ambatel.com/mercure/ulsan/ko/main.do
부산경남권,경상남도,거제시,호텔 리베라 거제,관광호텔업,3성,138,055-730-5000,경상남도 거제시 일운면 거제대로 2190,http://www.hotelriviera.co.kr/geoje/main/main.asp,http://www.hotelriviera.co.kr/geoje/main/main.asp
부산경남권,경상남도,거제시,호텔스테이온,가족호텔업,3성,63,055-922-1700,경상남도 거제시 장평1로9길 21-4 (장평동),,
부산경남권,경상남도,김해시,호텔 파인 그로브,관광호텔업,3성,66,055-310-1100,경상남도 김해시 번화1로67번길 20 파인그로브호텔 (대청동),http://홈페이지 http://pinegrovehotel.co.kr,http://홈페이지 http://pinegrovehotel.co.kr
부산경남권,경상남도,남해군,라피스 호텔,가족호텔업,3성,53,055-867-1111,경상남도 남해군 창선면 서부로 1503-16 (라피스가족호텔),http://www.lapishotel.co.kr,http://www.lapishotel.co.kr
부산경남권,경상남도,밀양시,주식회사 호텔아리나,관광호텔업,3성,78,055-350-7000,경상남도 밀양시 삼문강변로 82 호텔아리나 (삼문동),http://www.hotelarina.com/,http://www.hotelarina.com/
부산경남권,경상남도,산청군,산청한방가족호텔,가족호텔업,3성,108,055-972-7000,경상남도 산청군 금서면 동의보감로479번길 43,https://thesancheong.com/kor/kor_rese/gsprod/view.do?hjgjyeobu=false&jjkey=1&startDate=2025-10-04&endDate=2025-10-05&people=1,https://thesancheong.com/kor/kor_rese/gsprod/view.do?hjgjyeobu=false&jjkey=1&startDate=2025-10-04&endDate=2025-10-05&people=1
부산경남권,경상남도,양산시,베니키아 양산 호텔,관광호텔업,3성,82,055-384-0093,경상남도 양산시 동면 금오10길 51,http://www.benikeayangsan.co.kr,http://www.benikeayangsan.co.kr
부산경남권,경상남도,진주시,동방관광호텔,관광호텔업,3성,83,055-760-1700,경상남도 진주시 논개길 103 (옥봉동),http://www.hoteldongbang.com,http://www.hoteldongbang.com
부산경남권,경상남도,창원시,베스트 루이스 해밀턴 호텔,관광호텔업,3성,70,055-261-2525,경상남도 창원시 성산구 마디미로70번길 10 베스트루이스해밀턴호텔 (상남동),http://www.bestlouishamilton.com/,http://www.bestlouishamilton.com/
부산경남권,경상남도,창원시,스카이뷰관광호텔,관광호텔업,3성,94,055-248-2700,경상남도 창원시 마산합포구 해안대로 317 (주) (신포동2가),https://www.skyviewhotel.kr/,https://www.skyviewhotel.kr/
부산경남권,경상남도,창원시,에비뉴관광호텔,관광호텔업,3성,67,055-263-7200,경상남도 창원시 성산구 용지로169번길 5 (용호동),http://www.hotelavenue.co.kr,http://www.hotelavenue.co.kr
부산경남권,경상남도,창원시,크라운관광호텔 창원,관광호텔업,3성,72,055-237-1001,경상남도 창원시 의창구 창원대로363번길 22-5 (팔용동),https://www.crownhotel.kr/,https://www.crownhotel.kr/
부산경남권,경상남도,창원시,토요코인 창원,관광호텔업,3성,339,055-282-1045,경상남도 창원시 성산구 중앙대로 93 (중앙동),http://www.toyoko-inn.co.kr/,http://www.toyoko-inn.co.kr/
부산경남권,경상남도,통영시,클럽이에스 통영리조트,가족호텔업,3성,106,055-644-0096,경상남도 통영시 산양읍 척포길 628-113,https://www.clubes.co.kr/,https://www.clubes.co.kr/
부산경남권,경상남도,통영시,포르투나호텔,관광호텔업,3성,64,055-643-7000,경상남도 통영시 미수해안로 152 (봉평동),http://www.bestfortuna.com,http://www.bestfortuna.com
부산경남권,부산광역시,기장군,에이치에비뉴 기장일광점,관광호텔업,3성,71,051-723-7970,부산광역시 기장군 일광읍 해송4로 3,https://www.havenuehotel-ig.com/,https://www.havenuehotel-ig.com/
부산경남권,부산광역시,부산진구,부산 비즈니스 호텔,관광호텔업,3성,233,051-808-2000,부산광역시 부산진구 부전로 67 (부전동),http://www.busanbusinesshotel.com,http://www.busanbusinesshotel.com
부산경남권,부산광역시,부산진구,이비스 앰배서더 부산시티센터,관광호텔업,3성,207,051-930-1100,부산광역시 부산진구 중앙대로 777 (부전동),https://www.ambatel.com/ibis/busan/ko/main.do,https://www.ambatel.com/ibis/busan/ko/main.do
부산경남권,부산광역시,부산진구,티티호텔,관광호텔업,3성,103,051-808-5514,부산광역시 부산진구 새싹로 35 (부전동),http://www.hoteltt.co.kr/,http://www.hoteltt.co.kr/
부산경남권,부산광역시,북구,티티호텔 구포,관광호텔업,3성,163,051-343-5518,부산광역시 북구 낙동대로 1684 호텔티티 구포 (구포동),http://www.hoteltt.co.kr,http://www.hoteltt.co.kr
부산경남권,부산광역시,서구,페어필드 바이 메리어트 부산 송도비치호텔,관광호텔업,3성,179,051-260-0000,부산광역시 서구 송도해변로 113 (암남동),https://www.visitbusan.net/index.do?menuCd=DOM_000000201004001000&uc_seq=820&lang_cd=ko,https://www.visitbusan.net/index.do?menuCd=DOM_000000201004001000&uc_seq=820&lang_cd=ko
부산경남권,부산광역시,수영구,호메르스호텔(주),관광호텔업,3성,152,051-750-8000,부산광역시 수영구 광안해변로 217 호메르스호텔 (광안동),http://www.homershotel.com,http://www.homershotel.com
부산경남권,부산광역시,수영구,호텔 센트럴베이,관광호텔업,3성,134,051-982-9700,부산광역시 수영구 광안해변로 189 (광안동),http://www.centralbay.co.kr,http://www.centralbay.co.kr
부산경남권,부산광역시,수영구,호텔AG405,관광호텔업,3성,62,051-757-2500,부산광역시 수영구 민락수변로 141 (민락동),http://ag405hotel.com/,http://ag405hotel.com/
부산경남권,부산광역시,수영구,호텔아쿠아펠리스지점,관광호텔업,3성,110,051-790-2300,부산광역시 수영구 광안해변로 225 (광안동),http://www.aquapalace.co.kr/,http://www.aquapalace.co.kr/
부산경남권,부산광역시,연제구,부산 시티 호텔,관광호텔업,3성,122,051-851-1122,부산광역시 연제구 신촌로 19 (연산동),,
부산경남권,부산광역시,연제구,아르반 시티 호텔,관광호텔업,3성,137,051-851-9949,부산광역시 연제구 반송로 20 (연산동),https://codybooking.com/reservation/?code=h0176,https://codybooking.com/reservation/?code=h0176
부산경남권,부산광역시,중구,(주)부산관광호텔,관광호텔업,3성,275,051-241-4301,부산광역시 중구 광복로97번길 23 (동광동2가),http://www.busanhotel.kr/,http://www.busanhotel.kr/
부산경남권,부산광역시,중구,스탠포드 호텔 부산,관광호텔업,3성,132,051-795-7700,부산광역시 중구 구덕로 53 (남포동5가),http://www.stanfordbusan.com/,http://www.stanfordbusan.com/
부산경남권,부산광역시,중구,타워힐 호텔,관광호텔업,3성,116,051-250-6100,부산광역시 중구 백산길 20 (동광동3가),http://towerhill.co.kr,http://towerhill.co.kr
부산경남권,부산광역시,해운대구,더쿨리스트호텔,관광호텔업,3성,53,051-703-3121,부산광역시 해운대구 송정광어골로 11 (송정동),https://www.thecoolesthotel.net/en,https://www.thecoolesthotel.net/en
부산경남권,부산광역시,해운대구,마리안느 호텔,관광호텔업,3성,127,051-606-0600,부산광역시 해운대구 해운대해변로 310 1층 (중동),http://www.mariannehotel.net,http://www.mariannehotel.net
부산경남권,부산광역시,해운대구,메르드로브,관광호텔업,3성,33,051-759-6093,부산광역시 해운대구 송정광어골로 80 (송정동),http://www.merdelaube.com/,http://www.merdelaube.com/
부산경남권,부산광역시,해운대구,베니키아 프리미어 호텔 해운대,관광호텔업,3성,166,051-760-7000,부산광역시 해운대구 해운대해변로 317 (중동),http://www.hotelhaeundae.com/,http://www.hotelhaeundae.com/
부산경남권,부산광역시,해운대구,소노문 해운대,관광호텔업,3성,235,051-772-7001,부산광역시 해운대구 해운대해변로237번길 12 (우동),https://www.sonohotelsresorts.com/moon_hd,https://www.sonohotelsresorts.com/moon_hd
부산경남권,부산광역시,해운대구,일루아 호텔,관광호텔업,3성,57,051-744-1331,부산광역시 해운대구 달맞이길 97 (중동),http://www.hotelillua.com,http://www.hotelillua.com
부산경남권,부산광역시,해운대구,해운대센트럴호텔,관광호텔업,3성,132,051-760-9000,부산광역시 해운대구 해운대해변로298번길 33 1층 (중동),http://www.centralhotel.kr,http://www.centralhotel.kr
부산경남권,울산광역시,남구,롯데 시티 호텔 울산,관광호텔업,3성,349,052-990-1313,울산광역시 남구 삼산로 204 (달동),https://www.lottehotel.com/ulsan-city/ko.html,https://www.lottehotel.com/ulsan-city/ko.html
부산경남권,울산광역시,남구,스타즈 호텔 울산점,관광호텔업,3성,345,02-1644-7694,울산광역시 남구 남중로 65 (삼산동),http://stazhotelulsan.com,http://stazhotelulsan.com
부산경남권,울산광역시,남구,신라스테이 울산,관광호텔업,3성,335,052-900-9100,울산광역시 남구 삼산로 200 (달동),http://www.shillastay.com/ulsan,http://www.shillastay.com/ulsan
부산경남권,울산광역시,남구,에쉬튼 호텔,관광호텔업,3성,57,052-265-6081,울산광역시 남구 중앙로213번길 8 (신정동),http://ashtonhotel.co.kr/,http://ashtonhotel.co.kr/
부산경남권,울산광역시,동구,호텔 굿모닝,관광호텔업,3성,75,052-251-3000,울산광역시 동구 바드래1길 15 (전하동),,
대구경북권,경상북도,경주시,라한호텔 경주,관광호텔업,5성,430,054-779-7602,경상북도 경주시 보문로 338 (신평동),http://www.lahanhotels.com,http://www.lahanhotels.com
대구경북권,경상북도,경주시,힐튼경주,관광호텔업,5성,330,054-745-7788,경상북도 경주시 보문로 484-7 (신평동),http://www.hiltongyeongju.co.kr,http://www.hiltongyeongju.co.kr
대구경북권,대구광역시,북구,인터불고 엑스코,관광호텔업,5성,304,053-380-0406,대구광역시 북구 유통단지로 80 (산격동),http://ibhotel.com,http://ibhotel.com
대구경북권,대구광역시,수성구,호텔 인터불고 대구,관광호텔업,5성,325,053-602-7114,대구광역시 수성구 팔현길 212 (만촌동),http://www.hotel-interburgo-daegu.com,http://www.hotel-interburgo-daegu.com
대구경북권,경상북도,경주시,경주 코오롱 호텔,관광호텔업,4성,317,054-746-9001,경상북도 경주시 불국로 289-17 (마동),http://www.kolonhotel.co.kr,http://www.kolonhotel.co.kr
대구경북권,경상북도,경주시,더케이호텔경주,관광호텔업,4성,278,054-745-8100,경상북도 경주시 엑스포로 45 (신평동),,
대구경북권,경상북도,경주시,코모도 호텔 경주,관광호텔업,4성,276,054-740-8100,경상북도 경주시 보문로 422 (신평동),http://commodore.co.kr,http://commodore.co.kr
대구경북권,경상북도,구미시,호텔 금오산,관광호텔업,4성,130,054-450-4000,경상북도 구미시 금오산로 400 (남통동),https://www.hotelgeumosan.com/,https://www.hotelgeumosan.com/
대구경북권,대구광역시,수성구,(주)대구그랜드호텔,관광호텔업,4성,150,053-742-0001,대구광역시 수성구 동대구로 305 (범어동),http://www.daegugrand.co.kr/,http://www.daegugrand.co.kr/
대구경북권,대구광역시,수성구,호텔 라온제나,관광호텔업,4성,93,053-718-7000,대구광역시 수성구 범어천로 73 (범어동),http://www.hotellaonzena.com/,http://www.hotellaonzena.com/
대구경북권,대구광역시,수성구,호텔 수성,관광호텔업,4성,180,053-770-5413,대구광역시 수성구 용학로 106-7 (두산동),http://www.hotelsusung.co.kr/,http://www.hotelsusung.co.kr/
대구경북권,대구광역시,중구,엘디스 리젠트 호텔,관광호텔업,4성,110,053-253-7711,대구광역시 중구 달구벌대로 2033 (동산동),http://www.eldishotel.com/,http://www.eldishotel.com/
대구경북권,경상북도,경주시,경주 지지 관광호텔,관광호텔업,3성,53,054-701-0090,경상북도 경주시 태종로699번길 3 (노서동),http://www.gghotel.co.kr/,http://www.gghotel.co.kr/
대구경북권,경상북도,경주시,베니키아 스위스로젠 호텔,관광호텔업,3성,60,054-748-4848,경상북도 경주시 보문로 465-37 (신평동),https://www.swissrosen.co.kr/,https://www.swissrosen.co.kr/
대구경북권,경상북도,구미시,구미 센츄리 호텔,관광호텔업,3성,131,054-478-0100,경상북도 구미시 3공단1로 296 (임수동),http://www.gumicentury.co.kr,http://www.gumicentury.co.kr
대구경북권,경상북도,구미시,스테이더공단호텔,관광호텔업,3성,43,054-464-3000,경상북도 구미시 1공단로5길 86-15 (공단동),,
대구경북권,경상북도,안동시,안동 씨엠파크 호텔,관광호텔업,3성,62,054-853-7800,경상북도 안동시 풍천면 검무로 10-17,http://www.cmparkhotel.com,http://www.cmparkhotel.com
대구경북권,경상북도,안동시,안동그랜드호텔,관광호텔업,3성,82,054-851-9000,경상북도 안동시 관광단지로 346-84 (성곡동),http://www.andonggrandhotel.com,http://www.andonggrandhotel.com
대구경북권,경상북도,울진군,호텔덕구온천,관광호텔업,3성,95,054-782-0677,경상북도 울진군 북면 덕구온천로 924,,
대구경북권,경상북도,칠곡군,센트로 관광호텔,관광호텔업,3성,54,054-972-2777,경상북도 칠곡군 왜관읍 중앙로 152-3,http://www.centrohotel.co.kr/,http://www.centrohotel.co.kr/
대구경북권,경상북도,포항시,라한호텔 포항,관광호텔업,3성,160,054-230-7000,경상북도 포항시 북구 삼호로265번길 1 (두호동),http://www.lahanhotels.com,http://www.lahanhotels.com
대구경북권,대구광역시,달서구,에이더블유 호텔,관광호텔업,3성,54,053-589-6700,대구광역시 달서구 성서로 413 (이곡동),http://www.awhotel.co.kr,http://www.awhotel.co.kr
대구경북권,대구광역시,동구,이스턴 호텔,관광호텔업,3성,70,053-759-5355,대구광역시 동구 동부로22길 24 (신천동),http://www.easternhotel.co.kr,http://www.easternhotel.co.kr
대구경북권,대구광역시,동구,제이비관광호텔,관광호텔업,3성,57,053-964-2000,대구광역시 동구 율암로 162 호텔 (상매동),http://www.제이비호텔.com,http://www.제이비호텔.com
대구경북권,대구광역시,동구,팔공 에밀리아 호텔,관광호텔업,3성,40,053-623-1000,대구광역시 동구 팔공산로 1121 (용수동),http://www.emillia.co.kr,http://www.emillia.co.kr
대구경북권,대구광역시,수성구,대구수성아르코호텔,관광호텔업,3성,49,053-791-9000,대구광역시 수성구 알파시티1로40길 6 (대흥동),,
대구경북권,대구광역시,수성구,에이시티 관광호텔,관광호텔업,3성,80,053-793-0000,대구광역시 수성구 알파시티1로32길 28-17 (대흥동),http://www.acthotel.co.kr,http://www.acthotel.co.kr
대구경북권,대구광역시,수성구,호텔아리아나,관광호텔업,3성,53,053-763-9000,대구광역시 수성구 동대구로 27 (두산동),,
"광주호남(전남, 전북)권",전라남도,여수시,소노캄 여수,관광호텔업,5성,311,061-660-5800,전라남도 여수시 오동도로 111 소노캄 여수 (수정동),http://www.sonohotelsresorts.com/yeosu,http://www.sonohotelsresorts.com/yeosu
"광주호남(전남, 전북)권",광주광역시,동구,라마다플라자 충장호텔,관광호텔업,4성,95,062-717-1000,광주광역시 동구 천변우로 369 (호남동),,
"광주호남(전남, 전북)권",광주광역시,서구,라마다 프라자 광주 호텔,관광호텔업,4성,123,062-717-7000,광주광역시 서구 상무자유로 149 (치평동),http://www.ramadagwangju.com,http://www.ramadagwangju.com
"광주호남(전남, 전북)권",광주광역시,서구,홀리데이 인 광주 호텔,관광호텔업,4성,203,062-610-7000,광주광역시 서구 상무누리로 55 (치평동),http://higwangju.com,http://higwangju.com
"광주호남(전남, 전북)권",전라남도,여수시,벨메르 바이 한화호텔앤드리조트,관광호텔업,4성,100,061-924-1500,전라남도 여수시 웅천남4로 17 3층 벨메르 (웅천동),https://www.hanwharesort.co.kr/irsweb/resort3/netindex_.do?utm_source=naver_bs&utm_campaign=main&utm_content=mainpage,https://www.hanwharesort.co.kr/irsweb/resort3/netindex_.do?utm_source=naver_bs&utm_campaign=main&utm_content=mainpage
"광주호남(전남, 전북)권",전라남도,여수시,신라스테이 여수,관광호텔업,4성,315,061-924-5300,전라남도 여수시 수정3길 8 (수정동),https://www.shillastay.com/yeosu/index.do,https://www.shillastay.com/yeosu/index.do
"광주호남(전남, 전북)권",전라남도,여수시,주식회사 히든베이호텔,관광호텔업,4성,131,061-680-3000,전라남도 여수시 신월로 496-25 (신월동),https://www.hiddenbay.co.kr/,https://www.hiddenbay.co.kr/
"광주호남(전남, 전북)권",전라남도,여수시,호텔JCS여수,관광호텔업,4성,151,061-643-5000,전라남도 여수시 돌산읍 돌산로 3169-14,http://www.hoteljcs.com,http://www.hoteljcs.com
"광주호남(전남, 전북)권",전라남도,영암군,호텔현대 바이 라한 목포,관광호텔업,4성,208,061-463-2233,전라남도 영암군 삼호읍 대불로 91,http://www.lahanhotels.com/mokpo,http://www.lahanhotels.com/mokpo
"광주호남(전남, 전북)권",전라남도,진도군,쏠비치 호텔 진도,관광호텔업,4성,98,061-899-7000,전라남도 진도군 의신면 송군길 30-40,,
"광주호남(전남, 전북)권",전라북도,군산시,라마다 군산 호텔,관광호텔업,4성,137,063-441-8000,전라북도 군산시 대학로 400 (나운동),,
"광주호남(전남, 전북)권",전라북도,부안군,소노벨 변산,가족호텔업,4성,504,02-1588-4888,전라북도 부안군 변산면 변산해변로 51,http://www.sonohotelsresorts.com/bs,http://www.sonohotelsresorts.com/bs
"광주호남(전남, 전북)권",전라북도,익산시,웨스턴라이프호텔,관광호텔업,4성,155,063-720-3000,전라북도 익산시 동서로 380 (영등동),http://www.westernlife.co.kr/,http://www.westernlife.co.kr/
"광주호남(전남, 전북)권",전라북도,전주시,라한호텔 전주,관광호텔업,4성,195,063-907-7410,전라북도 전주시 완산구 기린대로 85 (풍남동3가),https://lahanhotels.com/jeonju/index.do,https://lahanhotels.com/jeonju/index.do
"광주호남(전남, 전북)권",전북특별자치도,남원시,스위트 호텔 남원,관광호텔업,4성,59,063-630-7100,전북특별자치도 남원시 주천면 원천로 217 스위트호텔남원,,
"광주호남(전남, 전북)권",전북특별자치도,무주군,호텔 티롤,관광호텔업,4성,118,063-320-7617,전북특별자치도 무주군 설천면 만선로 185,,
"광주호남(전남, 전북)권",전북특별자치도,전주시,더 메이 호텔,관광호텔업,4성,51,063-246-5555,전북특별자치도 전주시 덕진구 기린대로 800 (팔복동1가),http://www.themay.co.kr,http://www.themay.co.kr
